subject	condition	order	p1	o1	p2	o2	p3	o3	p4	o4	gamble_no	decision	time	male	age	repetition
2	1	20	0.73	-490	0.27	-750	0.17	-20	0.83	-1000	74	1	10167	1	19	1
2	1	81	0.39	-700	0.61	190	0.3	80	0.7	-370	116	1	10881	1	19	1
2	1	32	0.25	600	0.75	1000	0.5	800	0.5	1000	10	1	13544	1	19	1
2	1	106	0.99	-960	0.01	-20	0.47	-900	0.53	-660	86	2	12568	1	19	1
2	1	88	0.07	510	0.93	350	0.6	90	0.4	890	40	2	6597	1	19	1
2	1	113	0.24	-250	0.76	360	0.48	-280	0.52	670	108	1	12425	1	19	1
2	1	57	0.5	400	0.5	320	0.5	770	0.5	20	25	1	6637	1	19	1
2	1	135	0.7	400	0.3	320	0.7	770	0.3	20	27	2	6267	1	19	1
2	1	10	0.6	400	0.4	320	0.6	770	0.4	20	26	1	8510	1	19	1
2	1	7	0.3	400	0.7	320	0.3	770	0.7	20	23	1	6677	1	19	1
2	1	134	0.93	-280	0.07	790	0.63	-810	0.37	890	101	1	9696	1	19	1
2	1	42	0.97	310	0.03	-200	0.36	-540	0.64	990	114	1	12578	1	19	1
2	1	54	0.88	720	0.12	290	0.39	670	0.61	630	46	2	9887	1	19	1
2	1	31	0.38	400	0.62	550	0.14	260	0.86	960	49	2	17561	1	19	1
2	1	116	0.73	850	0.27	-220	0.25	-1000	0.75	760	128	1	12302	1	19	1
2	1	129	0.5	-100	0.5	240	0.5	0	0.5	0	36	2	3373	1	19	1
2	1	138	0.25	0	0.75	705	0.5	60	0.5	1000	135	1	5958	1	19	1
2	1	6	0.85	150	0.15	1000	0.02	0	0.98	285	13	1	17612	1	19	1
2	1	121	0.4	510	0.6	800	0.3	0	0.7	980	3	1	11333	1	19	1
2	1	40	0.4	400	0.6	320	0.4	770	0.6	20	24	1	11074	1	19	1
2	1	92	0.3	0	0.7	450	0.6	40	0.4	730	7	1	6448	1	19	1
2	1	131	0.5	-100	0.5	200	0.5	0	0.5	0	34	2	6474	1	19	1
2	1	9	0.6	250	0.4	300	0.5	200	0.5	340	137	2	29671	1	19	1
2	1	118	0.85	100	0.15	900	0.02	10	0.98	225	15	1	8546	1	19	1
2	1	74	0.5	100	0.5	345	0.6	50	0.4	480	12	2	21890	1	19	1
2	1	71	0	0	1	460	0.36	520	0.64	360	58	1	6167	1	19	1
2	1	91	0.73	-730	0.27	-540	0.17	-420	0.83	-700	82	1	11402	1	19	1
2	1	61	0.68	300	0.32	670	0.59	70	0.41	590	66	2	19643	1	19	1
2	1	23	0.56	-60	0.44	-590	0.64	-270	0.36	-830	77	1	28237	1	19	1
2	1	37	0.24	470	0.76	270	0.88	450	0.12	290	45	2	8383	1	19	1
2	1	108	0.39	-350	0.61	-720	0.76	-570	0.24	-280	93	2	10989	1	19	1
2	1	99	0.5	535	0.5	650	0.65	400	0.35	950	11	2	9145	1	19	1
2	1	83	0.3	375	0.7	975	0.2	0	0.8	1000	2	1	14743	1	19	1
2	1	15	0.18	-190	0.82	730	0.94	580	0.06	-540	99	1	19773	1	19	1
2	1	33	0.84	-570	0.16	-900	0.25	-630	0.75	-300	85	2	9673	1	19	1
2	1	86	0.24	-880	0.76	790	0.01	-1000	0.99	320	103	2	4186	1	19	1
2	1	137	0.98	410	0.02	500	0.85	310	0.15	1000	17	2	14801	1	19	1
2	1	43	0.77	-770	0.23	-620	0.71	-940	0.29	-510	76	1	20647	1	19	1
2	1	100	0.9	160	0.1	1000	0.02	0	0.98	250	14	1	11746	1	19	1
2	1	29	0.5	-100	0.5	100	0.5	0	0.5	0	32	2	7513	1	19	1
2	1	133	0.39	760	0.61	-70	0.06	-650	0.94	370	113	2	8415	1	19	1
2	1	73	0.37	-80	0.63	520	0.87	230	0.13	-390	105	1	10953	1	19	1
2	1	119	0.53	-930	0.47	-260	0.8	-520	0.2	-930	95	2	8188	1	19	1
2	1	104	0.76	-30	0.24	-920	0.62	-140	0.38	-830	69	1	13801	1	19	1
2	1	123	0.5	-100	0.5	150	0.5	0	0.5	0	33	2	5853	1	19	1
2	1	62	0.29	-250	0.71	-860	0.76	-380	0.24	-990	79	2	4833	1	19	1
2	1	27	0.7	300	0.3	400	0.6	200	0.4	525	9	2	14905	1	19	1
2	1	67	0.49	-660	0.51	-920	0.78	-970	0.22	-340	98	1	8174	1	19	1
2	1	85	0.34	240	0.66	590	0.42	470	0.58	640	52	2	4790	1	19	1
2	1	103	0.66	-80	0.34	-950	0.93	-420	0.07	-300	81	2	19600	1	19	1
2	1	124	0.8	400	0.2	320	0.8	770	0.2	20	28	2	5316	1	19	1
2	1	109	0.48	-590	0.52	-20	0.14	-770	0.86	-90	83	2	5835	1	19	1
2	1	4	0.5	300	0.5	400	0.3	0	0.7	500	1	1	13478	1	19	1
2	1	126	0.9	400	0.1	320	0.9	770	0.1	20	29	2	5034	1	19	1
2	1	19	0.5	0	0.5	400	0.65	39	0.35	500	136	1	22193	1	19	1
2	1	66	0.43	-970	0.57	590	0.85	-280	0.15	830	112	2	9801	1	19	1
2	1	55	0.43	-550	0.57	-530	0.08	-770	0.92	-510	94	1	13216	1	19	1
2	1	14	0.88	-900	0.12	880	0.8	-860	0.2	140	122	1	15012	1	19	1
2	1	94	0.5	550	0.5	950	0.25	0	0.75	1000	131	1	8792	1	19	1
2	1	16	0.31	390	0.69	510	0.84	160	0.16	910	64	1	6849	1	19	1
2	1	45	0.74	770	0.26	-230	0.67	750	0.33	-70	126	2	14889	1	19	1
2	1	102	0.25	840	0.75	430	0.43	70	0.57	970	61	1	10455	1	19	1
2	1	24	0.81	-420	0.19	160	0.47	270	0.53	-600	106	2	14772	1	19	1
2	1	22	0.63	410	0.37	180	0.98	560	0.02	80	41	2	9852	1	19	1
2	1	44	0.45	-370	0.55	-340	0.41	-110	0.59	-540	80	1	11509	1	19	1
2	1	21	0.45	100	0.55	400	0.4	0	0.6	440	130	1	9602	1	19	1
2	1	125	0.66	-580	0.34	-680	0.68	-670	0.32	-490	96	1	2715	1	19	1
2	1	25	0.5	-100	0.5	400	0.5	0	0.5	0	38	1	5141	1	19	1
2	1	105	0.04	-980	0.96	-250	0.4	-780	0.6	-220	89	1	11576	1	19	1
2	1	117	0.4	500	0.6	333	0.6	0	0.4	1000	129	1	5696	1	19	1
2	1	112	0.25	-940	0.75	-370	0.83	-490	0.17	-110	72	2	7618	1	19	1
2	1	95	0.6	225	0.4	330	0.33	0	0.67	400	4	1	4961	1	19	1
2	1	89	0.5	-100	0.5	300	0.5	0	0.5	0	37	2	12966	1	19	1
2	1	87	0.33	690	0.67	560	0.4	890	0.6	370	44	1	12553	1	19	1
2	1	26	0.01	530	0.99	990	0.83	870	0.17	610	48	1	8909	1	19	1
2	1	39	0.4	0	0.6	711	0.6	44	0.4	1000	133	2	29060	1	19	1
2	1	75	0.99	160	0.01	170	0.85	30	0.15	880	19	2	13763	1	19	1
2	1	60	0.96	-610	0.04	-560	0.34	-70	0.66	-630	71	2	11658	1	19	1
2	1	58	0.08	820	0.92	720	0.27	470	0.73	770	55	1	11408	1	19	1
2	1	56	0.79	-670	0.21	-370	0.46	0	0.54	-970	90	2	12649	1	19	1
2	1	11	0.61	960	0.39	-670	0.5	710	0.5	-260	125	2	13345	1	19	1
2	1	41	0.59	-410	0.41	-570	0.42	-510	0.58	-300	88	2	12815	1	19	1
2	1	127	0.56	-580	0.44	-800	0.86	-580	0.14	-970	87	2	7938	1	19	1
2	1	5	0.07	-550	0.93	950	0.48	-130	0.52	990	118	1	22843	1	19	1
2	1	97	0.29	-670	0.71	-280	0.05	-460	0.95	-440	75	2	18446	1	19	1
2	1	47	0.59	-1000	0.41	810	0.47	-730	0.53	150	124	1	10872	1	19	1
2	1	3	0.31	-440	0.69	260	0.38	840	0.62	-410	110	1	10625	1	19	1
2	1	79	0.92	-730	0.08	960	0.11	160	0.89	-480	107	2	12503	1	19	1
2	1	48	0.09	830	0.91	670	0.48	770	0.52	60	62	1	4422	1	19	1
2	1	36	0.13	-290	0.87	-760	0.55	-1000	0.45	-280	84	1	27405	1	19	1
2	1	82	0.89	-310	0.11	270	0.36	260	0.64	-480	123	2	15099	1	19	1
2	1	30	0.21	-600	0.79	-160	0.45	-60	0.55	-510	91	1	4614	1	19	1
2	1	72	0.04	390	0.96	280	0.39	530	0.61	200	63	1	9483	1	19	1
2	1	76	0.51	440	0.49	380	0.38	200	0.62	860	65	2	5941	1	19	1
2	1	78	0.5	-100	0.5	50	0.5	0	0.5	0	31	2	4692	1	19	1
2	1	130	0.2	0	0.8	895	0.3	50	0.7	1000	6	1	17663	1	19	1
2	1	110	0.82	260	0.18	340	0.49	180	0.51	310	39	1	8177	1	19	1
2	1	120	0.73	-380	0.27	400	0.54	-300	0.46	70	102	2	12788	1	19	1
2	1	77	0.3	0	0.7	450	0.5	30	0.5	600	5	1	6341	1	19	1
2	2	33	0.4	0	0.6	500	0.55	40	0.45	620	6	1	8317	1	19	2
2	2	78	0.75	720	0.25	-380	0.45	600	0.55	-80	90	1	2470	1	19	2
2	2	20	0.73	-310	0.27	90	0.07	390	0.93	-270	89	2	10611	1	19	2
2	2	56	0.5	-100	0.5	220	0.5	0	0.5	0	125	1	4724	1	19	2
2	2	87	0.7	400	0.3	320	0.7	770	0.3	20	117	2	4077	1	19	2
2	2	88	0.5	0	0.5	400	0.65	39	0.35	500	8	2	4496	1	19	2
2	2	81	0.85	145	0.15	1000	0.02	5	0.98	280	15	1	2184	1	19	2
2	2	43	0.91	430	0.09	960	0.66	480	0.34	380	26	1	6401	1	19	2
2	2	31	0.1	400	0.9	320	0.1	770	0.9	20	111	1	2892	1	19	2
2	2	92	0.38	-220	0.62	-150	0.38	-40	0.62	-360	59	2	4186	1	19	2
2	2	84	0.63	650	0.37	740	0.47	70	0.53	850	50	1	1520	1	19	2
2	2	74	0.5	-100	0.5	50	0.5	0	0.5	0	121	1	4541	1	19	2
2	2	100	0.1	450	0.9	140	0.14	250	0.86	270	47	2	5014	1	19	2
2	2	14	0.5	-100	0.5	400	0.5	0	0.5	0	128	1	3560	1	19	2
2	2	22	0.37	260	0.63	640	0.89	190	0.11	810	25	1	7710	1	19	2
2	2	73	0.3	0	0.7	450	0.5	30	0.5	600	133	2	15774	1	19	2
2	2	2	0.68	410	0.32	650	0.85	1000	0.15	20	40	2	2595	1	19	2
2	2	60	0.88	790	0.12	820	0.2	570	0.8	940	38	2	3551	1	19	2
2	2	52	0.75	-1000	0.25	-840	0.95	-850	0.05	-290	77	2	10225	1	19	2
2	2	25	0.48	130	0.52	700	0.18	720	0.82	600	23	2	1653	1	19	2
2	2	98	0.3	375	0.7	975	0.2	0	0.8	1000	130	2	3130	1	19	2
2	2	90	0.2	0	0.8	895	0.3	50	0.7	1000	134	2	8532	1	19	2
2	2	55	0.6	250	0.4	300	0.5	200	0.5	340	9	2	7332	1	19	2
2	2	125	0.65	200	0.35	700	0.5	0	0.5	750	4	1	8374	1	19	2
2	2	128	0.99	270	0.01	310	0.8	80	0.2	1000	20	1	9522	1	19	2
2	2	34	0.5	400	0.5	320	0.5	770	0.5	20	115	2	2400	1	19	2
2	2	18	0.99	240	0.01	530	0.71	170	0.29	770	27	2	7052	1	19	2
2	2	7	0.33	850	0.67	600	0.24	980	0.76	260	48	1	4384	1	19	2
2	2	138	0.33	0	0.67	630	0.6	40	0.4	1000	136	2	1446	1	19	2
2	2	36	0.98	183	0.02	210	0.85	40	0.15	1000	19	2	5055	1	19	2
2	2	16	0.85	-550	0.15	270	0.02	730	0.98	-880	81	1	5986	1	19	2
2	2	66	0.39	100	0.61	-720	0.64	-720	0.36	320	101	2	6030	1	19	2
2	2	72	0.98	290	0.02	320	0.85	130	0.15	1200	17	2	16679	1	19	2
2	2	38	0.5	-210	0.5	-770	0.39	-770	0.61	-750	72	1	9337	1	19	2
2	2	39	0.55	840	0.45	820	0.4	800	0.6	850	10	2	3856	1	19	2
2	2	86	0.03	-750	0.97	-270	0.69	-410	0.31	-480	65	2	2532	1	19	2
2	2	11	0.13	-510	0.87	-560	0.93	-470	0.07	-700	53	2	5965	1	19	2
2	2	27	0.91	-330	0.09	280	0.27	90	0.73	-670	105	2	3346	1	19	2
2	2	28	0.99	670	0.01	-30	0.68	740	0.32	-20	108	1	2615	1	19	2
2	2	41	1	-480	0	0	0.9	-710	0.1	870	82	1	9821	1	19	2
2	2	9	0.16	-150	0.84	-670	0.72	-560	0.28	-830	55	2	7037	1	19	2
2	2	80	0.2	400	0.8	320	0.2	770	0.8	20	112	1	5048	1	19	2
2	2	69	0.3	980	0.7	-700	0.48	510	0.52	-990	106	1	18160	1	19	2
2	2	121	0.3	400	0.7	320	0.3	770	0.7	20	113	1	8318	1	19	2
2	2	133	0.05	600	0.95	760	0.84	950	0.16	170	33	2	3730	1	19	2
2	2	63	0.44	140	0.56	720	0.21	90	0.79	310	46	2	6032	1	19	2
2	2	50	0.08	540	0.92	310	0.15	440	0.85	290	45	1	335	1	19	2
2	2	102	1	400	0	320	1	770	0	20	120	2	6814	1	19	2
2	2	23	0.5	-100	0.5	300	0.5	0	0.5	0	127	1	3249	1	19	2
2	2	106	0.05	560	0.95	-560	0.47	290	0.53	-800	87	2	9707	1	19	2
2	2	77	0.6	225	0.4	330	0.33	0	0.67	400	132	1	3165	1	19	2
2	2	67	0.8	540	0.2	210	0.49	980	0.51	30	34	1	9681	1	19	2
2	2	3	0.65	-720	0.35	-80	0.25	-900	0.75	-390	70	2	13380	1	19	2
2	2	75	0.9	142	0.1	1000	0.01	20	0.99	230	16	1	26732	1	19	2
2	2	68	0.93	860	0.07	270	0.8	870	0.2	180	39	1	2691	1	19	2
2	2	24	0.27	10	0.73	-850	0.18	260	0.82	-510	110	2	9199	1	19	2
2	2	95	0.45	100	0.55	400	0.4	0	0.6	440	2	1	7924	1	19	2
2	2	54	0.07	-70	0.93	250	0.87	480	0.13	-100	88	2	1425	1	19	2
2	2	21	0.86	-390	0.14	830	0.8	80	0.2	-880	100	2	8431	1	19	2
2	2	58	0	0	1	-550	0.79	-640	0.21	230	99	2	4598	1	19	2
2	2	135	0.5	550	0.5	950	0.25	0	0.75	1000	3	2	1797	1	19	2
2	2	65	0.37	-910	0.63	-330	0.49	-410	0.51	-610	60	1	2993	1	19	2
2	2	37	0.17	700	0.83	650	0.35	1000	0.65	500	24	2	5492	1	19	2
2	2	30	0.16	660	0.84	230	0.79	150	0.21	290	32	1	3227	1	19	2
2	2	118	0.4	-600	0.6	-820	0.47	-310	0.53	-900	73	2	2011	1	19	2
2	2	117	0.96	170	0.04	-480	0.49	-600	0.51	840	94	1	8549	1	19	2
2	2	114	0.56	-40	0.44	-800	0.04	-460	0.96	-580	58	2	1622	1	19	2
2	2	126	0.9	400	0.1	320	0.9	770	0.1	20	119	2	2411	1	19	2
2	2	116	0.3	0	0.7	450	0.6	40	0.4	730	135	1	5898	1	19	2
2	2	17	0.05	560	0.95	720	0.95	680	0.05	950	43	2	10875	1	19	2
2	2	97	0.44	-590	0.56	0	0.43	-800	0.57	-240	54	1	6139	1	19	2
2	2	59	0.13	-190	0.87	-560	0.7	-320	0.3	-370	63	1	1461	1	19	2
2	2	130	0.56	-90	0.44	-560	0.64	-150	0.36	-800	80	2	9275	1	19	2
2	2	57	0.69	570	0.31	400	0.07	390	0.93	740	30	2	3781	1	19	2
2	2	82	0.86	-260	0.14	820	0.6	-390	0.4	310	86	1	6450	1	19	2
2	2	93	0.4	0	0.6	711	0.6	44	0.4	1000	5	2	5396	1	19	2
2	2	111	0.25	600	0.75	1000	0.5	800	0.5	1000	138	1	7227	1	19	2
2	2	129	0.4	500	0.6	333	0.6	0	0.4	1000	1	1	5671	1	19	2
2	2	103	0.43	-910	0.57	630	0.27	-830	0.73	240	84	2	5208	1	19	2
2	2	120	0.49	150	0.51	500	0.94	640	0.06	140	49	2	4609	1	19	2
2	2	48	0.99	310	0.01	680	0.04	320	0.96	470	36	2	2825	1	19	2
2	2	112	0.25	0	0.75	705	0.5	60	0.5	1000	7	2	5536	1	19	2
2	2	45	0.74	560	0.26	-760	0.4	-310	0.6	920	93	2	2637	1	19	2
2	2	35	0.48	-150	0.52	-910	0.28	-480	0.72	-740	74	2	9206	1	19	2
2	2	64	0.91	800	0.09	190	0.64	370	0.36	650	41	1	3288	1	19	2
2	2	119	0.7	550	0.3	-760	0.08	-560	0.92	260	102	2	3841	1	19	2
2	2	108	0.5	-100	0.5	100	0.5	0	0.5	0	122	1	9182	1	19	2
2	2	131	0.87	770	0.13	720	0.26	670	0.74	1000	42	2	5555	1	19	2
2	2	124	0.94	-660	0.06	920	0.03	310	0.97	-490	85	2	3182	1	19	2
2	2	19	0.7	300	0.3	400	0.6	200	0.4	525	137	1	2612	1	19	2
2	2	137	0.78	320	0.22	990	0.32	390	0.68	560	44	1	12862	1	19	2
2	2	70	0.63	-960	0.37	-380	0.17	-120	0.83	-690	71	2	17505	1	19	2
2	2	1	0.6	400	0.4	320	0.6	770	0.4	20	116	1	9649	1	19	2
2	2	79	0.33	-230	0.67	-960	0.29	-400	0.71	-820	64	1	4261	1	19	2
2	2	29	0.5	980	0.5	-240	0.14	-760	0.86	460	98	2	4325	1	19	2
2	2	62	0.76	-330	0.24	-530	0.52	-180	0.48	-600	76	2	7579	1	19	2
2	2	96	0.82	-400	0.18	-900	0.17	-460	0.83	-640	52	1	2609	1	19	2
2	2	89	0.6	-460	0.4	-210	0.42	-990	0.58	-370	57	1	4789	1	19	2
2	2	51	0.59	-850	0.41	-70	0.52	-90	0.48	-730	69	2	8134	1	19	2
2	2	42	0.14	930	0.86	-910	0.32	0	0.68	-760	92	2	33333	1	19	2
2	2	115	0.45	-550	0.55	720	0.59	370	0.41	-340	107	1	4238	1	19	2
2	2	46	0.09	-540	0.91	-410	0.79	-650	0.21	-280	61	1	4358	1	19	2
2	2	15	0.29	880	0.71	780	0.29	530	0.71	910	21	2	4682	1	19	2
2	2	127	0.98	250	0.02	350	0.85	120	0.15	1000	18	2	4781	1	19	2
2	2	53	0.97	-510	0.03	300	0.68	-890	0.32	460	97	2	4979	1	19	2
2	2	123	0.19	300	0.81	970	0.14	850	0.86	820	35	2	6318	1	19	2
2	2	110	0.9	150	0.1	1000	0.01	0	0.99	240	13	1	3018	1	19	2
2	2	85	0.19	-680	0.81	-460	0.61	-90	0.39	-900	67	1	13124	1	19	2
2	2	104	0.9	112	0.1	1000	0.01	0	0.99	203	14	1	10073	1	19	2
2	2	105	0.59	-550	0.41	-770	0.47	-300	0.53	-610	78	1	2144	1	19	2
2	2	8	0.5	-100	0.5	200	0.5	0	0.5	0	124	1	4135	1	19	2
2	2	12	0.97	-580	0.03	-650	0.18	-520	0.82	-740	68	1	4460	1	19	2
2	2	4	0.79	-700	0.21	980	0.65	-850	0.35	930	91	1	10957	1	19	2
2	2	113	0.4	-10	0.6	130	0.59	440	0.41	-500	104	1	10264	1	19	2
2	2	49	0.4	400	0.6	320	0.4	770	0.6	20	114	2	1782	1	19	2
2	2	83	0.12	520	0.88	730	0.98	920	0.02	190	31	2	4016	1	19	2
2	2	26	0.48	580	0.52	-50	0.4	-400	0.6	960	83	2	3928	1	19	2
2	2	136	0.33	-230	0.67	-290	0.43	-670	0.57	-280	51	1	6663	1	19	2
2	2	122	0.13	-130	0.87	270	0.34	-180	0.66	700	109	2	5035	1	19	2
2	2	94	0.5	-100	0.5	240	0.5	0	0.5	0	126	1	2786	1	19	2
2	2	13	0.74	650	0.26	60	0.64	930	0.36	350	37	2	2972	1	19	2
2	2	101	0.93	-550	0.07	-170	0.27	-880	0.73	-350	62	2	11102	1	19	2
2	2	71	0.8	400	0.2	320	0.8	770	0.2	20	118	2	3885	1	19	2
2	2	5	0.7	300	0.3	400	0.6	200	0.4	525	12	1	7480	1	19	2
2	2	32	0.58	-500	0.42	-540	0.14	-730	0.86	-400	66	2	5011	1	19	2
2	2	109	0.5	-100	0.5	150	0.5	0	0.5	0	123	1	4020	1	19	2
2	2	99	0.56	850	0.44	-220	0.22	-700	0.78	660	103	2	3002	1	19	2
2	2	76	0.09	560	0.91	190	0.76	130	0.24	900	28	2	0	1	19	2
2	2	47	0.38	-490	0.62	20	0.22	190	0.78	-180	95	2	4971	1	19	2
2	2	91	0.5	750	0.5	900	0.35	500	0.65	1000	11	1	12704	1	19	2
2	2	40	0.61	370	0.39	500	0.6	60	0.4	450	29	1	1984	1	19	2
2	2	132	0.5	300	0.5	400	0.3	0	0.7	500	129	1	3171	1	19	2
2	2	44	0.44	710	0.56	-950	0.63	-310	0.37	40	96	2	5711	1	19	2
2	2	134	0.86	-290	0.14	-300	0.26	-170	0.74	-430	79	2	1664	1	19	2
2	2	107	0.4	510	0.6	800	0.3	0	0.7	980	131	1	10134	1	19	2
2	2	61	0.99	-240	0.01	-130	0.44	-150	0.56	-620	75	2	5786	1	19	2
2	2	6	0.49	-10	0.51	-540	0.77	-330	0.23	-300	56	2	5253	1	19	2
2	2	10	0.59	310	0.41	630	0.89	920	0.11	200	22	2	6767	1	19	2
3	2	60	0.98	290	0.02	320	0.85	130	0.15	1200	17	1	33021	0	25	1
3	2	53	0.85	-550	0.15	270	0.02	730	0.98	-880	81	1	4312	0	25	1
3	2	76	0.44	140	0.56	720	0.21	90	0.79	310	46	1	11274	0	25	1
3	2	138	0.5	-210	0.5	-770	0.39	-770	0.61	-750	72	1	8095	0	25	1
3	2	134	0.8	540	0.2	210	0.49	980	0.51	30	34	1	6788	0	25	1
3	2	99	0.38	-220	0.62	-150	0.38	-40	0.62	-360	59	1	8990	0	25	1
3	2	106	0.7	400	0.3	320	0.7	770	0.3	20	117	2	6535	0	25	1
3	2	74	0.9	400	0.1	320	0.9	770	0.1	20	119	2	5760	0	25	1
3	2	19	0.56	-90	0.44	-560	0.64	-150	0.36	-800	80	1	8566	0	25	1
3	2	10	0.25	600	0.75	1000	0.5	800	0.5	1000	138	2	6207	0	25	1
3	2	81	0.63	-960	0.37	-380	0.17	-120	0.83	-690	71	2	15181	0	25	1
3	2	82	0.59	310	0.41	630	0.89	920	0.11	200	22	2	3973	0	25	1
3	2	41	0.99	-240	0.01	-130	0.44	-150	0.56	-620	75	1	11190	0	25	1
3	2	70	0.59	-850	0.41	-70	0.52	-90	0.48	-730	69	2	7911	0	25	1
3	2	83	0.4	500	0.6	333	0.6	0	0.4	1000	1	1	3620	0	25	1
3	2	123	0.6	400	0.4	320	0.6	770	0.4	20	116	1	14243	0	25	1
3	2	2	0.97	-510	0.03	300	0.68	-890	0.32	460	97	1	13065	0	25	1
3	2	48	0.09	560	0.91	190	0.76	130	0.24	900	28	1	14517	0	25	1
3	2	80	0.03	-750	0.97	-270	0.69	-410	0.31	-480	65	1	9615	0	25	1
3	2	57	0.82	-400	0.18	-900	0.17	-460	0.83	-640	52	2	13609	0	25	1
3	2	118	0.76	-330	0.24	-530	0.52	-180	0.48	-600	76	2	8772	0	25	1
3	2	18	0.85	145	0.15	1000	0.02	5	0.98	280	15	2	11182	0	25	1
3	2	35	0.3	0	0.7	450	0.5	30	0.5	600	133	2	7772	0	25	1
3	2	96	0.74	560	0.26	-760	0.4	-310	0.6	920	93	2	12407	0	25	1
3	2	49	0.5	-100	0.5	220	0.5	0	0.5	0	125	2	2612	0	25	1
3	2	40	0.5	300	0.5	400	0.3	0	0.7	500	129	1	5487	0	25	1
3	2	93	0.2	400	0.8	320	0.2	770	0.8	20	112	1	4805	0	25	1
3	2	14	0.65	-720	0.35	-80	0.25	-900	0.75	-390	70	1	14989	0	25	1
3	2	42	0.19	-680	0.81	-460	0.61	-90	0.39	-900	67	1	18117	0	25	1
3	2	13	0.91	800	0.09	190	0.64	370	0.36	650	41	2	11185	0	25	1
3	2	68	0.74	650	0.26	60	0.64	930	0.36	350	37	2	23885	0	25	1
3	2	109	0.48	580	0.52	-50	0.4	-400	0.6	960	83	1	22882	0	25	1
3	2	115	1	400	0	320	1	770	0	20	120	2	8824	0	25	1
3	2	137	0.99	670	0.01	-30	0.68	740	0.32	-20	108	1	4423	0	25	1
3	2	128	0.49	150	0.51	500	0.94	640	0.06	140	49	2	4105	0	25	1
3	2	121	0.75	-1000	0.25	-840	0.95	-850	0.05	-290	77	2	7101	0	25	1
3	2	36	0.86	-290	0.14	-300	0.26	-170	0.74	-430	79	1	30213	0	25	1
3	2	29	0.9	150	0.1	1000	0.01	0	0.99	240	13	1	7829	0	25	1
3	2	26	0.45	100	0.55	400	0.4	0	0.6	440	2	1	4260	0	25	1
3	2	32	1	-480	0	0	0.9	-710	0.1	870	82	1	8706	0	25	1
3	2	51	0.07	-70	0.93	250	0.87	480	0.13	-100	88	2	11385	0	25	1
3	2	38	0.37	260	0.63	640	0.89	190	0.11	810	25	2	11754	0	25	1
3	2	59	0.5	-100	0.5	300	0.5	0	0.5	0	127	2	3410	0	25	1
3	2	64	0.13	-130	0.87	270	0.34	-180	0.66	700	109	2	19520	0	25	1
3	2	101	0.14	930	0.86	-910	0.32	0	0.68	-760	92	1	11599	0	25	1
3	2	63	0.39	100	0.61	-720	0.64	-720	0.36	320	101	2	14874	0	25	1
3	2	75	0.99	240	0.01	530	0.71	170	0.29	770	27	1	8458	0	25	1
3	2	15	0.27	10	0.73	-850	0.18	260	0.82	-510	110	2	11850	0	25	1
3	2	50	0.75	720	0.25	-380	0.45	600	0.55	-80	90	2	7728	0	25	1
3	2	113	0.08	540	0.92	310	0.15	440	0.85	290	45	1	14772	0	25	1
3	2	7	0.68	410	0.32	650	0.85	1000	0.15	20	40	1	16020	0	25	1
3	2	107	0.98	250	0.02	350	0.85	120	0.15	1000	18	1	7821	0	25	1
3	2	136	0.43	-910	0.57	630	0.27	-830	0.73	240	84	1	4347	0	25	1
3	2	89	0.19	300	0.81	970	0.14	850	0.86	820	35	2	9714	0	25	1
3	2	133	0.63	650	0.37	740	0.47	70	0.53	850	50	1	14250	0	25	1
3	2	1	0.5	750	0.5	900	0.35	500	0.65	1000	11	1	12054	0	25	1
3	2	85	0.1	450	0.9	140	0.14	250	0.86	270	47	2	5616	0	25	1
3	2	135	0.97	-580	0.03	-650	0.18	-520	0.82	-740	68	1	7375	0	25	1
3	2	46	0.33	850	0.67	600	0.24	980	0.76	260	48	1	13035	0	25	1
3	2	5	0.99	270	0.01	310	0.8	80	0.2	1000	20	1	11322	0	25	1
3	2	71	0.16	-150	0.84	-670	0.72	-560	0.28	-830	55	1	8817	0	25	1
3	2	16	0.33	-230	0.67	-290	0.43	-670	0.57	-280	51	1	9746	0	25	1
3	2	130	0.9	112	0.1	1000	0.01	0	0.99	203	14	2	11467	0	25	1
3	2	4	0.4	0	0.6	500	0.55	40	0.45	620	6	2	5708	0	25	1
3	2	88	0.91	430	0.09	960	0.66	480	0.34	380	26	1	6198	0	25	1
3	2	52	0.5	-100	0.5	150	0.5	0	0.5	0	123	2	5443	0	25	1
3	2	86	0.93	-550	0.07	-170	0.27	-880	0.73	-350	62	2	7779	0	25	1
3	2	43	0.05	600	0.95	760	0.84	950	0.16	170	33	1	4920	0	25	1
3	2	114	0.7	300	0.3	400	0.6	200	0.4	525	12	2	7451	0	25	1
3	2	39	0.44	-590	0.56	0	0.43	-800	0.57	-240	54	1	9618	0	25	1
3	2	61	0.16	660	0.84	230	0.79	150	0.21	290	32	1	6768	0	25	1
3	2	37	0.3	400	0.7	320	0.3	770	0.7	20	113	1	9596	0	25	1
3	2	25	0.99	310	0.01	680	0.04	320	0.96	470	36	2	4808	0	25	1
3	2	79	0.55	840	0.45	820	0.4	800	0.6	850	10	1	28845	0	25	1
3	2	110	0.94	-660	0.06	920	0.03	310	0.97	-490	85	2	11653	0	25	1
3	2	56	0.44	710	0.56	-950	0.63	-310	0.37	40	96	1	15066	0	25	1
