subject	condition	order	p1	o1	p2	o2	p3	o3	p4	o4	gamble_no	decision	time	male	age	repetition
5	1	131	0.66	-80	0.34	-950	0.93	-420	0.07	-300	81	1	2117	0	23	2
5	1	40	0.56	-580	0.44	-800	0.86	-580	0.14	-970	87	2	4484	0	23	2
5	1	11	0.04	-980	0.96	-250	0.4	-780	0.6	-220	89	2	4609	0	23	2
5	1	24	0.63	410	0.37	180	0.98	560	0.02	80	41	2	1764	0	23	2
5	1	129	0.25	-940	0.75	-370	0.83	-490	0.17	-110	72	1	4086	0	23	2
5	1	82	0.3	400	0.7	320	0.3	770	0.7	20	23	1	1899	0	23	2
5	1	117	0.06	-820	0.94	540	0.91	380	0.09	-730	104	1	2399	0	23	2
5	1	75	0.4	0	0.6	711	0.6	44	0.4	1000	133	1	2235	0	23	2
5	1	38	0.6	400	0.4	320	0.6	770	0.4	20	26	2	2099	0	23	2
5	1	92	0.93	750	0.07	-900	0.87	960	0.13	-890	127	2	2737	0	23	2
5	1	118	0.33	690	0.67	560	0.4	890	0.6	370	44	1	2262	0	23	2
5	1	39	0.3	0	0.7	450	0.5	30	0.5	600	5	1	4785	0	23	2
5	1	80	0.39	760	0.61	-70	0.06	-650	0.94	370	113	2	2952	0	23	2
5	1	132	0.29	-670	0.71	-280	0.05	-460	0.95	-440	75	1	2740	0	23	2
5	1	128	0.24	-880	0.76	790	0.01	-1000	0.99	320	103	1	2393	0	23	2
5	1	44	0.59	-410	0.41	-570	0.42	-510	0.58	-300	88	2	3725	0	23	2
5	1	119	0.2	400	0.8	320	0.2	770	0.8	20	22	1	1867	0	23	2
5	1	113	0.9	400	0.1	320	0.9	770	0.1	20	29	2	1972	0	23	2
5	1	112	0.52	680	0.48	900	0.19	10	0.81	870	67	2	1966	0	23	2
5	1	66	0.34	240	0.66	590	0.42	470	0.58	640	52	1	2319	0	23	2
5	1	73	0.59	-1000	0.41	810	0.47	-730	0.53	150	124	2	2835	0	23	2
5	1	121	0.55	840	0.45	820	0.4	800	0.6	850	138	2	2474	0	23	2
5	1	65	0.4	0	0.6	500	0.55	40	0.45	620	134	1	2822	0	23	2
5	1	97	0.48	-590	0.52	-20	0.14	-770	0.86	-90	83	1	4986	0	23	2
5	1	23	0.31	-440	0.69	260	0.38	840	0.62	-410	110	1	2757	0	23	2
5	1	71	0.5	550	0.5	950	0.25	0	0.75	1000	131	2	3032	0	23	2
5	1	69	0.99	-960	0.01	-20	0.47	-900	0.53	-660	86	2	3381	0	23	2
5	1	64	0.61	680	0.39	390	0.6	770	0.4	480	57	2	2331	0	23	2
5	1	57	0.04	-150	0.96	-600	0.88	-340	0.12	-770	92	2	2187	0	23	2
5	1	108	0.25	0	0.75	705	0.5	60	0.5	1000	135	2	3551	0	23	2
5	1	33	0.58	-440	0.42	430	0.83	10	0.17	-700	121	2	3948	0	23	2
5	1	53	0.27	250	0.73	-610	0.34	-820	0.66	30	120	2	2950	0	23	2
5	1	35	0.88	-900	0.12	880	0.8	-860	0.2	140	122	2	2827	0	23	2
5	1	14	0.49	-660	0.51	-920	0.78	-970	0.22	-340	98	1	3642	0	23	2
5	1	88	0.39	-350	0.61	-720	0.76	-570	0.24	-280	93	2	5121	0	23	2
5	1	5	0.56	630	0.44	210	1	360	0	0	56	2	3716	0	23	2
5	1	29	0.76	-30	0.24	-920	0.62	-140	0.38	-830	69	1	3162	0	23	2
5	1	89	0.01	530	0.99	990	0.83	870	0.17	610	48	1	2061	0	23	2
5	1	31	0.04	390	0.96	280	0.39	530	0.61	200	63	1	2738	0	23	2
5	1	2	0.4	400	0.6	320	0.4	770	0.6	20	24	1	3806	0	23	2
5	1	79	0.28	70	0.72	740	0.71	550	0.29	630	68	1	2315	0	23	2
5	1	20	0.5	-100	0.5	400	0.5	0	0.5	0	38	2	2845	0	23	2
5	1	81	0.38	400	0.62	550	0.14	260	0.86	960	49	2	2025	0	23	2
5	1	21	0.73	-490	0.27	-750	0.17	-20	0.83	-1000	74	1	4763	0	23	2
5	1	6	0.73	-730	0.27	-540	0.17	-420	0.83	-700	82	2	3219	0	23	2
5	1	61	0.79	-670	0.21	-370	0.46	0	0.54	-970	90	1	2601	0	23	2
5	1	34	0.5	-100	0.5	240	0.5	0	0.5	0	36	2	1131	0	23	2
5	1	104	0.7	300	0.3	400	0.6	200	0.4	525	9	1	2275	0	23	2
5	1	87	0.76	370	0.24	50	0.18	120	0.82	280	54	1	3356	0	23	2
5	1	114	0.45	-370	0.55	-340	0.41	-110	0.59	-540	80	1	2899	0	23	2
5	1	50	0.31	390	0.69	510	0.84	160	0.16	910	64	1	2046	0	23	2
5	1	135	0.92	630	0.08	50	0.63	430	0.37	530	60	1	4428	0	23	2
5	1	27	0.1	400	0.9	320	0.1	770	0.9	20	21	1	4798	0	23	2
5	1	110	0.74	620	0.26	0	0.44	230	0.56	310	53	2	3340	0	23	2
5	1	30	0.8	400	0.2	320	0.8	770	0.2	20	28	2	2442	0	23	2
5	1	47	0.98	760	0.02	370	0.82	490	0.18	500	42	1	2276	0	23	2
5	1	102	0.5	535	0.5	650	0.65	400	0.35	950	11	1	6219	0	23	2
5	1	72	0.9	590	0.1	1000	0.02	0	0.98	650	16	2	2887	0	23	2
5	1	15	0.99	470	0.01	800	0.8	350	0.2	1000	18	1	1912	0	23	2
5	1	46	0.5	100	0.5	345	0.6	50	0.4	480	12	1	3802	0	23	2
5	1	22	0.24	-250	0.76	360	0.48	-280	0.52	670	108	2	2942	0	23	2
5	1	62	0.89	-310	0.11	270	0.36	260	0.64	-480	123	1	4671	0	23	2
5	1	74	0.93	-280	0.07	790	0.63	-810	0.37	890	101	1	1885	0	23	2
5	1	16	0.5	0	0.5	400	0.65	39	0.35	500	136	1	4229	0	23	2
5	1	105	0.08	820	0.92	720	0.27	470	0.73	770	55	2	2735	0	23	2
5	1	45	0.39	-700	0.61	190	0.3	80	0.7	-370	116	1	4177	0	23	2
5	1	122	0.43	-470	0.57	630	0.02	-690	0.98	140	100	1	2314	0	23	2
5	1	123	0.66	-580	0.34	-680	0.68	-670	0.32	-490	96	1	2864	0	23	2
5	1	52	0.77	-770	0.23	-620	0.71	-940	0.29	-510	76	1	3581	0	23	2
5	1	32	0.9	160	0.1	1000	0.02	0	0.98	250	14	2	1458	0	23	2
5	1	99	0.92	-730	0.08	960	0.11	160	0.89	-480	107	2	2232	0	23	2
5	1	84	0.53	-930	0.47	-260	0.8	-520	0.2	-930	95	1	7728	0	23	2
5	1	36	0.55	890	0.45	-520	0.76	860	0.24	-750	119	2	3237	0	23	2
5	1	130	0.5	-100	0.5	220	0.5	0	0.5	0	35	2	1371	0	23	2
5	1	28	0.65	200	0.35	700	0.5	0	0.5	750	132	1	5471	0	23	2
5	1	127	0.9	760	0.1	690	0.66	190	0.34	790	47	1	2154	0	23	2
5	1	109	0.5	400	0.5	320	0.5	770	0.5	20	25	1	3054	0	23	2
5	1	37	0.45	100	0.55	400	0.4	0	0.6	440	130	1	3324	0	23	2
5	1	107	0.82	260	0.18	340	0.49	180	0.51	310	39	2	2364	0	23	2
5	1	86	0.73	-380	0.27	400	0.54	-300	0.46	70	102	2	3469	0	23	2
5	1	101	0.61	960	0.39	-670	0.5	710	0.5	-260	125	1	5526	0	23	2
5	1	59	0.43	-550	0.57	-530	0.08	-770	0.92	-510	94	2	3233	0	23	2
5	1	42	1	400	0	320	1	770	0	20	30	2	1708	0	23	2
5	1	3	0.6	225	0.4	330	0.33	0	0.67	400	4	2	2007	0	23	2
5	1	13	0.68	300	0.32	670	0.59	70	0.41	590	66	1	3463	0	23	2
5	1	76	0.97	310	0.03	-200	0.36	-540	0.64	990	114	2	2074	0	23	2
5	1	77	0.18	-190	0.82	730	0.94	580	0.06	-540	99	1	3109	0	23	2
5	1	17	0.2	0	0.8	895	0.3	50	0.7	1000	6	2	2453	0	23	2
5	1	1	0.56	-60	0.44	-590	0.64	-270	0.36	-830	77	1	4653	0	23	2
5	1	116	0.51	-260	0.49	-760	0.77	-480	0.23	-340	73	1	2634	0	23	2
5	1	26	0.07	-550	0.93	950	0.48	-130	0.52	990	118	2	7585	0	23	2
5	1	41	0.25	840	0.75	430	0.43	70	0.57	970	61	2	2757	0	23	2
5	1	111	0.33	0	0.67	630	0.6	40	0.4	1000	8	1	3666	0	23	2
5	1	51	0.99	160	0.01	170	0.85	30	0.15	880	19	1	2550	0	23	2
5	1	78	0.21	-600	0.79	-160	0.45	-60	0.55	-510	91	1	3035	0	23	2
5	1	94	0.4	510	0.6	800	0.3	0	0.7	980	3	2	4032	0	23	2
5	1	138	0.5	-100	0.5	200	0.5	0	0.5	0	34	2	1058	0	23	2
5	1	100	0.3	375	0.7	975	0.2	0	0.8	1000	2	2	2316	0	23	2
5	1	60	0.43	-970	0.57	590	0.85	-280	0.15	830	112	1	3124	0	23	2
5	1	120	0.98	410	0.02	500	0.85	310	0.15	1000	17	1	1882	0	23	2
5	1	125	0	0	1	460	0.36	520	0.64	360	58	1	4520	0	23	2
5	1	93	0.3	0	0.7	450	0.6	40	0.4	730	7	1	2364	0	23	2
5	1	68	0.95	-330	0.05	190	0.26	140	0.74	-750	115	1	4201	0	23	2
5	1	63	0.4	500	0.6	333	0.6	0	0.4	1000	129	1	4566	0	23	2
5	1	96	0.5	-100	0.5	50	0.5	0	0.5	0	31	2	1089	0	23	2
5	1	98	0.31	1000	0.69	480	0.58	1000	0.42	10	50	2	4391	0	23	2
5	1	67	0.5	-100	0.5	150	0.5	0	0.5	0	33	2	1189	0	23	2
5	1	7	0.73	850	0.27	-220	0.25	-1000	0.75	760	128	1	3020	0	23	2
5	1	12	0.61	-730	0.39	-580	0.44	-830	0.56	-80	78	2	3871	0	23	2
5	1	103	0.6	250	0.4	300	0.5	200	0.5	340	137	2	4879	0	23	2
5	1	4	0.19	430	0.81	50	0.14	910	0.86	60	43	2	2818	0	23	2
5	1	70	0.5	-100	0.5	300	0.5	0	0.5	0	37	2	1261	0	23	2
5	1	49	0.28	-590	0.72	960	0.04	-40	0.96	630	111	1	3015	0	23	2
5	1	18	0.32	-830	0.68	-190	0.15	-150	0.85	-520	97	1	3349	0	23	2
5	1	25	0.5	-100	0.5	100	0.5	0	0.5	0	32	2	1154	0	23	2
5	1	58	0.7	400	0.3	320	0.7	770	0.3	20	27	2	1942	0	23	2
5	1	10	0.37	-80	0.63	520	0.87	230	0.13	-390	105	1	3089	0	23	2
5	1	133	0.85	100	0.15	900	0.02	10	0.98	225	15	1	2432	0	23	2
5	1	48	0.85	150	0.15	1000	0.02	0	0.98	285	13	2	1704	0	23	2
5	1	19	0.74	770	0.26	-230	0.67	750	0.33	-70	126	1	2711	0	23	2
5	1	126	0.84	-570	0.16	-900	0.25	-630	0.75	-300	85	2	3408	0	23	2
5	1	136	0.25	600	0.75	1000	0.5	800	0.5	1000	10	1	3635	0	23	2
